Symbol,Price
AFL,57.689998626708984
SHOP,27.209999084472656
AJG,174.30999755859375
COF,93.87000274658203
WCN,129.97000122070312
WMB,29.790000915527344
IQV,180.33999633789062
JCI,50.439998626708984
ALL,130.63999938964844
MCHP,63.81999969482422
TT,146.36000061035156
RACE,185.0
MSCI,419.8399963378906
ED,81.58000183105469
ING,8.729999542236328
SCCO,47.90999984741211
ANET,116.41000366210938
LYG,1.8799999952316284
SQ,57.40999984741211
VOD,11.300000190734863
BBDO,3.190000057220459
PRU,91.08000183105469
NEM,42.599998474121094
ET,11.539999961853027
BK,39.47999954223633
HLT,121.37000274658203
HES,128.1999969482422
EA,122.30999755859375
KR,43.0
